ID,Created,Name,Description,Playlist URL
316b784691f94b818bade7a7425db797,2023-07-20T02:02:21Z,A song that lets you express an annoying opinion,"Ideally, a music related opinion that you get to express in the comments.",https://open.spotify.com/playlist/1yE7n7FMxGRnA7xIoVb44V
8537992c571b488981757be957bf82c5,2023-07-24T13:07:47Z,Songs With Grammatical Errors or Super Awkwardly Constructed Lines that Drive You Nuts,Tell us why it drives you nuts. Bonus points if you can point out that it doesn't HAVE to be there.,https://open.spotify.com/playlist/40pk8hmBcwQgwIg2FWyaLb
32934a45c2c34decbeaab8a471af005d,2023-07-27T20:55:49Z,Songs we love despite being Grade A bully material,Admitting to liking it will get you bullied for life,https://open.spotify.com/playlist/2vGD9l5c3odhmVhEJn6wKj
7567ad7801d646a68bf89a66ebc69b45,2023-07-31T21:46:37Z,Songs that are the Equivalent of a Refreshing Sorbet after an Over-the-Top Heavy Meal,No boring answers. And let's see some good comments. If it's just a song about ice cream and no comment... no votes!,https://open.spotify.com/playlist/1A9OnKowIE72EFdVF4UMTP
dd5d28f2a47b426684a6d360c1354100,2023-08-04T12:56:05Z,Song that should’ve been on Tony Hawk Pro Skater but wasn’t,"The BAND should have never been featured on ANY THPS soundtrac.

Make your case in the comments. (And do your homework, if we find it on a THPS soundtrack... no points!)",https://open.spotify.com/playlist/06ZsNlGx373wsXeFGeAR6N
a3d52659b8244a45909ad317fd559407,2023-08-08T01:55:16Z,"The most pretentious, overly long song title in the world",,https://open.spotify.com/playlist/023eUCTOiZEoNZoVapoV8p
de42a106fb2e46caa8b5590095106016,2023-08-11T14:05:37Z,Songs that Reference Body Parts of Animals,"The only rule:  no Eye of the Tiger
",https://open.spotify.com/playlist/0gN5cMzY2oIdLPK1aBicjB
6171e7c4d33f4562ac46e13f5d05ee7d,2023-08-14T23:24:43Z,"A song you misheard a lyric in for many years and even though you finally learned the correct one, you still think yours is much better",(make the case in the comments),https://open.spotify.com/playlist/01Fi0LkYwnBqGKx0apzQEK
d7b1bee8ece54032975e558fa37cd755,2023-08-17T22:17:52Z,Eternal faves: A song you loved when you were 18 that you still love/listen to regularly,,https://open.spotify.com/playlist/7f4dU5MNfsqKStZM96mjiD
1bf806ef69c54976be748fa130de1144,2023-08-21T23:54:33Z,You probably haven’t heard of them,Artists with less than 528 monthly listeners.,https://open.spotify.com/playlist/3Nf0UJuNijjSPtdfxyHnLq
