Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:0phGofl3ppS5Itk1zM9eKa,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,3,No one can argue with the greatest song of all time,e97c9a899be5442f904df8788ccbd621
spotify:track:2AGcgmUIBlSUKiJlEruHrI,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,3,Busy and gentle. For getting busy and gentle.,e97c9a899be5442f904df8788ccbd621
spotify:track:2Qt7TmKGuet6bKJzhNM0YA,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,3,Loveless for your love life,e97c9a899be5442f904df8788ccbd621
spotify:track:33R3swWziWYmnDYvZqcZVS,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,3,“No Wikipedia controversy section” should be on more bios,e97c9a899be5442f904df8788ccbd621
spotify:track:3Ty7OTBNSigGEpeW2PqcsC,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,4,There’s a lot of low hanging fruit in “Glory Box by Portishead” but I’ll be a gentleman and keep them to myself ,e97c9a899be5442f904df8788ccbd621
spotify:track:5cZqsjVs6MevCnAkasbEOX,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,3,Short but mighty ,e97c9a899be5442f904df8788ccbd621
spotify:track:5fCGBY6HsBeMdbp1cnTfmG,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,2,Good groove,e97c9a899be5442f904df8788ccbd621
spotify:track:5PEleSkK4p4E1sx3x7cOLt,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,2,Classic,e97c9a899be5442f904df8788ccbd621
spotify:track:5wVPhDL2yMQqlfswrdpXqN,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:6sIxdSgR1qM0DZ1zbeJTMu,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:7AQjiRtIpr33P8UT98iveh,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:7MH63filSWHfjwMlQrlQQG,2ec875e45c3449718c71af2281043ff5,2025-02-12T19:14:28Z,1,,e97c9a899be5442f904df8788ccbd621
spotify:track:2AGcgmUIBlSUKiJlEruHrI,e305e2cab85b4f929234bfdf98d6c6d0,2025-02-12T23:40:49Z,6,"fun fact - i used to live ""around the block"" from badly drawn boy 

https://maps.app.goo.gl/seX6BfDmsAxk5nVi7",e97c9a899be5442f904df8788ccbd621
spotify:track:33R3swWziWYmnDYvZqcZVS,e305e2cab85b4f929234bfdf98d6c6d0,2025-02-12T23:40:49Z,11,,e97c9a899be5442f904df8788ccbd621
spotify:track:3Ty7OTBNSigGEpeW2PqcsC,e305e2cab85b4f929234bfdf98d6c6d0,2025-02-12T23:40:49Z,3,,e97c9a899be5442f904df8788ccbd621
spotify:track:4N0g6GRAFaNJyHGrNy1BFg,e305e2cab85b4f929234bfdf98d6c6d0,2025-02-12T23:40:49Z,3,,e97c9a899be5442f904df8788ccbd621
spotify:track:5fCGBY6HsBeMdbp1cnTfmG,e305e2cab85b4f929234bfdf98d6c6d0,2025-02-12T23:40:49Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:5PEleSkK4p4E1sx3x7cOLt,e305e2cab85b4f929234bfdf98d6c6d0,2025-02-12T23:40:49Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:5wVPhDL2yMQqlfswrdpXqN,e305e2cab85b4f929234bfdf98d6c6d0,2025-02-12T23:40:49Z,1,,e97c9a899be5442f904df8788ccbd621
spotify:track:7AQjiRtIpr33P8UT98iveh,e305e2cab85b4f929234bfdf98d6c6d0,2025-02-12T23:40:49Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:0phGofl3ppS5Itk1zM9eKa,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,5,,e97c9a899be5442f904df8788ccbd621
spotify:track:2AGcgmUIBlSUKiJlEruHrI,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,1,,e97c9a899be5442f904df8788ccbd621
spotify:track:33R3swWziWYmnDYvZqcZVS,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:3Ty7OTBNSigGEpeW2PqcsC,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:4N0g6GRAFaNJyHGrNy1BFg,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:5cZqsjVs6MevCnAkasbEOX,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,5,,e97c9a899be5442f904df8788ccbd621
spotify:track:5fCGBY6HsBeMdbp1cnTfmG,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,2,,e97c9a899be5442f904df8788ccbd621
spotify:track:5PEleSkK4p4E1sx3x7cOLt,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,5,,e97c9a899be5442f904df8788ccbd621
spotify:track:7AQjiRtIpr33P8UT98iveh,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,5,,e97c9a899be5442f904df8788ccbd621
spotify:track:7MH63filSWHfjwMlQrlQQG,6e74e3bbc8e643a0b2ed5c998b8bb5ce,2025-02-13T02:21:38Z,1,,e97c9a899be5442f904df8788ccbd621
spotify:track:2AGcgmUIBlSUKiJlEruHrI,f0210a760ed4406e838b0b2e03fc2a7e,2025-02-13T04:19:06Z,4,,e97c9a899be5442f904df8788ccbd621
spotify:track:2Qt7TmKGuet6bKJzhNM0YA,f0210a760ed4406e838b0b2e03fc2a7e,2025-02-13T04:19:06Z,6,,e97c9a899be5442f904df8788ccbd621
spotify:track:3Ty7OTBNSigGEpeW2PqcsC,f0210a760ed4406e838b0b2e03fc2a7e,2025-02-13T04:19:06Z,6,A lil obvious but still great,e97c9a899be5442f904df8788ccbd621
spotify:track:4N0g6GRAFaNJyHGrNy1BFg,f0210a760ed4406e838b0b2e03fc2a7e,2025-02-13T04:19:06Z,3,Great album,e97c9a899be5442f904df8788ccbd621
spotify:track:5cZqsjVs6MevCnAkasbEOX,f0210a760ed4406e838b0b2e03fc2a7e,2025-02-13T04:19:06Z,2,This is my logic. But man what a terrible pick.,e97c9a899be5442f904df8788ccbd621
spotify:track:5PEleSkK4p4E1sx3x7cOLt,f0210a760ed4406e838b0b2e03fc2a7e,2025-02-13T04:19:06Z,4,,e97c9a899be5442f904df8788ccbd621
spotify:track:5wVPhDL2yMQqlfswrdpXqN,f0210a760ed4406e838b0b2e03fc2a7e,2025-02-13T04:19:06Z,1,,e97c9a899be5442f904df8788ccbd621
spotify:track:6sIxdSgR1qM0DZ1zbeJTMu,f0210a760ed4406e838b0b2e03fc2a7e,2025-02-13T04:19:06Z,1,,e97c9a899be5442f904df8788ccbd621
spotify:track:7AQjiRtIpr33P8UT98iveh,f0210a760ed4406e838b0b2e03fc2a7e,2025-02-13T04:19:06Z,1,,e97c9a899be5442f904df8788ccbd621
