ID,Created,Name,Description,Playlist URL
155782e827d641868dff87cb80661886,2023-12-17T20:41:53Z,A Very Non-Obvious Winter Holiday Playlist,We can hear an endless stream of the same boring Christmas songs if we turn on the radio. Let's do better and create a non-obvious winter holiday playlist. ,https://open.spotify.com/playlist/6jbV22QDBAkDKnHSUgX8fi
3b0cf7e5025343eabf1f48dfecadf79b,2023-12-21T02:02:43Z,Secret santa!,"Draw a name: https://drawnames.app/t/-0qCpw0

Now submit a song for that person:
submit something you think they’ll like based on what you’ve seen in music league. Submitting a song by a band you’ve already seen them submit is too boring/obvious.",https://open.spotify.com/playlist/1zw4S8Ilv89CAhqpsEdnOJ
b01022a5b17149b2973b2ab28d47b016,2023-12-25T01:05:15Z,"""what is the most rockingest rock song of all of rock time?""",,https://open.spotify.com/playlist/6V62QUKtzGGSHOoeMCToY9
dfa908cacd4f453ca8b287e8ab88e69b,2023-12-29T04:02:39Z,this song is my resolution ,"Happy New Year!

Both deadly serious and jokey answers are accepted, but please do explain in the comments.",https://open.spotify.com/playlist/2yFJ1GNivBi9U4qPZXSmqL
8be12e3fc226475889487c3a849cd2d6,2024-01-03T02:57:16Z,Something that doesn’t sound like any previous submission,"It's a new year, time for new sounds!

Sam's Rules: By ""any previous submission"" it really just means Season 11 onwards (most current players have been around for most of the last 4 seasons). It's more of a ""spirit rather than the letter of the law"" kind of prompt anyway,  so don't feel you have to research 10 seasons you weren't around for.",https://open.spotify.com/playlist/0OzflKW44dMl7lJxkBrq4O
922db60db86a4cba9f11862023c66f4c,2024-01-07T02:52:33Z,wait.. what did you think that song was about?! ,"You’d been listening to this for years... and it turns out you had no idea what it was about.

Tell us in the comments what you thought it was about and what it's actually about.
",https://open.spotify.com/playlist/2uYFf1bNPDuDT1ct76eAbD
684ee4144bb34adca6e05e32e6837af5,2024-01-10T15:02:08Z,"Musical equivalent of ""a joke that needs to be explained"" ",a song that needs a supporting comment to explain how clever it is,https://open.spotify.com/playlist/7qOTXpLVAiwX6WBvQ525NH
5b1d04bccfe945908b6d29e8048f933d,2024-01-14T03:24:40Z,ur problematic fav,only rule: kanye is banned,https://open.spotify.com/playlist/37l4n3PrDjsFERoua9Qlkg
6804a913d4f74a7a8c8880acf6277ead,2024-01-17T03:03:43Z,some wholesome content,time for the opposite: give us a wholesome fav of urs,https://open.spotify.com/playlist/3oORlyy0JZFevkIaQ0Oqtv
b08cd1539aa94676998737cb5e49eafd,2024-01-21T17:54:30Z,You probably haven’t heard of them,Artists with less than 10k monthly listeners. ,https://open.spotify.com/playlist/4IJpIpvBa4zm9B89qTMIEf
